session_id,user_id,session_date,landing_page,utm_source,utm_campaign,pageviews,conversions
S04031,U0374,2025-09-11,/blog,facebook,retarget-q3,10,0
S04032,U0354,2025-09-11,/solutions,google,exp-q3,2,0
S04033,U0023,2025-09-12,/enterprise,google,brand-q3,6,1
S04034,U0246,2025-09-12,/blog,organic,,4,0
S04035,U0193,2025-09-12,/blog,google,exp-q3,9,1
S04036,U0246,2025-09-12,/pricing,,,5,0
S04037,U0452,2025-09-12,/demo,google,brand-q3,2,2
S04038,U0071,2025-09-12,/pricing,twitter,test-q3,3,0
S04039,U0091,2025-09-12,/blog,linkedin,cxo-q3,10,0
S04040,U0066,2025-09-12,/enterprise,linkedin,cxo-q3,3,0
S04041,U0080,2025-09-12,/,linkedin,abm-q3,2,0
S04042,U0250,2025-09-12,/demo,linkedin,cxo-q3,3,1
S04043,U0441,2025-09-12,/blog,google,demo-q3,2,0
S04044,U0489,2025-09-12,/demo,organic,,10,0
S04045,U0359,2025-09-12,/,google,exp-q3,1,0
S04046,U0325,2025-09-12,/pricing,google,brand-q3,5,1
S04047,U0357,2025-09-12,/pricing,linkedin,cxo-q3,3,0
S04048,U0225,2025-09-12,/solutions,facebook,retarget-q3,3,0
S04049,U0053,2025-09-12,/pricing,facebook,retarget-q3,4,0
S04050,U0398,2025-09-12,/pricing,,,2,0
S04051,U0454,2025-09-12,/,facebook,top-q3,5,0
S04052,U0002,2025-09-12,/enterprise,google,brand-q3,6,0
S04053,U0305,2025-09-12,/pricing,twitter,test-q3,8,0
S04054,U0204,2025-09-12,/blog,google,demo-q3,10,0
S04055,U0068,2025-09-12,/,google,brand-q3,3,2
S04056,U0046,2025-09-12,/solutions,google,demo-q3,8,0
S04057,U0443,2025-09-12,/blog,google,brand-q3,3,0
S04058,U0490,2025-09-12,/blog,linkedin,cxo-q3,2,1
S04059,U0015,2025-09-12,/demo,linkedin,cxo-q3,9,0
S04060,U0035,2025-09-12,/blog,facebook,top-q3,7,0
S04061,U0291,2025-09-12,/,linkedin,cxo-q3,2,0
S04062,U0008,2025-09-12,/blog,google,brand-q3,6,0
S04063,U0454,2025-09-12,/demo,facebook,top-q3,7,0
S04064,U0386,2025-09-12,/,facebook,top-q3,4,0
S04065,U0477,2025-09-12,/pricing,google,demo-q3,10,0
S04066,U0202,2025-09-12,/demo,facebook,retarget-q3,1,0
S04067,U0147,2025-09-12,/demo,linkedin,abm-q3,1,0
S04068,U0221,2025-09-12,/solutions,linkedin,cxo-q3,5,0
S04069,U0097,2025-09-12,/enterprise,linkedin,cxo-q3,10,0
S04070,U0005,2025-09-12,/demo,organic,,7,0
S04071,U0098,2025-09-12,/pricing,google,exp-q3,7,0
S04072,U0452,2025-09-12,/,google,demo-q3,5,1
S04073,U0131,2025-09-12,/pricing,facebook,top-q3,3,1
S04074,U0379,2025-09-12,/demo,,,6,0
S04075,U0078,2025-09-12,/,,,9,0
S04076,U0489,2025-09-12,/,,,8,1
S04077,U0305,2025-09-12,/enterprise,organic,,2,0
S04078,U0477,2025-09-12,/solutions,google,exp-q3,4,0
S04079,U0465,2025-09-12,/enterprise,google,demo-q3,10,0
S04080,U0195,2025-09-12,/demo,linkedin,cxo-q3,4,0
S04081,U0413,2025-09-12,/pricing,google,exp-q3,5,1
S04082,U0499,2025-09-12,/pricing,facebook,retarget-q3,1,0
S04083,U0121,2025-09-12,/pricing,linkedin,cxo-q3,5,1
S04084,U0487,2025-09-12,/,linkedin,cxo-q3,2,0
S04085,U0428,2025-09-12,/demo,,,8,0
S04086,U0192,2025-09-12,/enterprise,linkedin,abm-q3,6,1
S04087,U0399,2025-09-12,/enterprise,facebook,top-q3,10,0
S04088,U0256,2025-09-12,/demo,twitter,test-q3,7,0
S04089,U0459,2025-09-12,/enterprise,linkedin,abm-q3,6,1
S04090,U0185,2025-09-12,/pricing,facebook,top-q3,6,0
S04091,U0439,2025-09-12,/demo,facebook,top-q3,7,1
S04092,U0305,2025-09-12,/blog,facebook,top-q3,2,0
S04093,U0464,2025-09-12,/demo,google,exp-q3,2,0
S04094,U0147,2025-09-12,/demo,google,brand-q3,9,0
S04095,U0005,2025-09-12,/blog,facebook,retarget-q3,10,1
S04096,U0261,2025-09-13,/,facebook,retarget-q3,3,0
S04097,U0306,2025-09-13,/pricing,facebook,retarget-q3,6,0
S04098,U0204,2025-09-13,/demo,twitter,test-q3,3,0
S04099,U0473,2025-09-13,/pricing,google,brand-q3,8,1
S04100,U0142,2025-09-13,/pricing,linkedin,cxo-q3,6,0
S04101,U0302,2025-09-13,/,linkedin,abm-q3,3,0
S04102,U0478,2025-09-13,/demo,google,brand-q3,5,0
S04103,U0299,2025-09-13,/pricing,linkedin,cxo-q3,3,1
S04104,U0419,2025-09-13,/,linkedin,abm-q3,6,1
S04105,U0110,2025-09-13,/enterprise,google,brand-q3,8,0
S04106,U0113,2025-09-13,/enterprise,twitter,test-q3,4,0
S04107,U0465,2025-09-13,/enterprise,google,brand-q3,1,0
S04108,U0352,2025-09-13,/enterprise,google,demo-q3,8,1
S04109,U0421,2025-09-13,/demo,google,exp-q3,3,1
S04110,U0041,2025-09-13,/demo,,,8,0
S04111,U0478,2025-09-13,/blog,linkedin,abm-q3,6,0
S04112,U0186,2025-09-13,/enterprise,linkedin,abm-q3,3,0
S04113,U0464,2025-09-13,/blog,twitter,test-q3,5,0
S04114,U0349,2025-09-13,/enterprise,twitter,test-q3,1,0
S04115,U0100,2025-09-13,/enterprise,google,exp-q3,1,0
S04116,U0211,2025-09-13,/demo,google,exp-q3,4,1
S04117,U0237,2025-09-13,/solutions,google,exp-q3,10,0
S04118,U0350,2025-09-13,/demo,facebook,top-q3,4,0
S04119,U0002,2025-09-13,/,linkedin,abm-q3,1,0
S04120,U0024,2025-09-13,/enterprise,facebook,retarget-q3,3,0
S04121,U0478,2025-09-13,/blog,google,demo-q3,1,1
S04122,U0189,2025-09-13,/demo,,,1,0
S04123,U0472,2025-09-13,/pricing,twitter,test-q3,3,0
S04124,U0034,2025-09-13,/demo,google,exp-q3,6,0
S04125,U0434,2025-09-13,/pricing,google,demo-q3,7,0
S04126,U0155,2025-09-13,/pricing,organic,,2,0
S04127,U0112,2025-09-13,/solutions,,,2,0
S04128,U0085,2025-09-13,/,linkedin,cxo-q3,2,0
S04129,U0319,2025-09-13,/demo,facebook,retarget-q3,3,0
S04130,U0201,2025-09-13,/pricing,google,brand-q3,10,0
S04131,U0295,2025-09-13,/enterprise,twitter,test-q3,4,0
S04132,U0369,2025-09-13,/demo,organic,,6,0
S04133,U0441,2025-09-13,/enterprise,linkedin,cxo-q3,4,0
S04134,U0078,2025-09-13,/enterprise,twitter,test-q3,4,0
S04135,U0098,2025-09-13,/blog,organic,,10,0
S04136,U0148,2025-09-13,/demo,twitter,test-q3,4,0
S04137,U0116,2025-09-13,/pricing,linkedin,cxo-q3,7,0
S04138,U0260,2025-09-13,/demo,google,brand-q3,8,0
S04139,U0465,2025-09-13,/,,,8,0
S04140,U0096,2025-09-13,/solutions,organic,,8,0
S04141,U0062,2025-09-13,/blog,google,exp-q3,4,0
S04142,U0051,2025-09-13,/,twitter,test-q3,2,0
S04143,U0052,2025-09-13,/demo,,,4,1
S04144,U0286,2025-09-13,/enterprise,,,3,0
S04145,U0342,2025-09-14,/enterprise,facebook,top-q3,5,0
S04146,U0133,2025-09-14,/solutions,twitter,test-q3,4,0
S04147,U0386,2025-09-14,/demo,google,exp-q3,3,0
S04148,U0497,2025-09-14,/pricing,google,exp-q3,3,1
S04149,U0471,2025-09-14,/enterprise,,,1,0
S04150,U0387,2025-09-14,/blog,linkedin,abm-q3,5,2
S04151,U0178,2025-09-14,/blog,organic,,3,0
S04152,U0341,2025-09-14,/enterprise,google,exp-q3,3,0
S04153,U0182,2025-09-14,/solutions,google,brand-q3,7,0
S04154,U0455,2025-09-14,/blog,facebook,retarget-q3,4,0
S04155,U0026,2025-09-14,/solutions,linkedin,cxo-q3,8,1
S04156,U0126,2025-09-14,/,google,demo-q3,9,0
S04157,U0204,2025-09-14,/enterprise,twitter,test-q3,5,0
S04158,U0121,2025-09-14,/,twitter,test-q3,6,0
S04159,U0287,2025-09-14,/demo,google,demo-q3,9,0
S04160,U0007,2025-09-14,/enterprise,google,demo-q3,4,0
S04161,U0090,2025-09-14,/solutions,google,brand-q3,9,0
S04162,U0340,2025-09-14,/solutions,linkedin,cxo-q3,10,0
S04163,U0243,2025-09-14,/enterprise,facebook,retarget-q3,7,0
S04164,U0375,2025-09-14,/demo,twitter,test-q3,1,0
S04165,U0129,2025-09-14,/blog,google,demo-q3,3,1
S04166,U0338,2025-09-14,/,facebook,retarget-q3,2,0
S04167,U0369,2025-09-14,/demo,google,demo-q3,2,0
S04168,U0471,2025-09-14,/enterprise,facebook,retarget-q3,6,0
S04169,U0009,2025-09-14,/blog,google,demo-q3,10,0
S04170,U0304,2025-09-14,/pricing,organic,,6,0
S04171,U0255,2025-09-14,/demo,google,exp-q3,1,0
S04172,U0001,2025-09-14,/pricing,google,brand-q3,5,0
S04173,U0500,2025-09-14,/pricing,google,brand-q3,2,0
S04174,U0334,2025-09-14,/solutions,google,demo-q3,3,0
S04175,U0046,2025-09-14,/pricing,linkedin,abm-q3,2,1
S04176,U0293,2025-09-14,/pricing,facebook,top-q3,10,0
S04177,U0273,2025-09-14,/blog,twitter,test-q3,7,0
S04178,U0489,2025-09-14,/blog,twitter,test-q3,4,0
S04179,U0219,2025-09-14,/solutions,twitter,test-q3,4,0
S04180,U0309,2025-09-14,/pricing,google,exp-q3,8,0
S04181,U0346,2025-09-14,/,twitter,test-q3,6,0
S04182,U0494,2025-09-14,/blog,,,10,0
S04183,U0279,2025-09-14,/solutions,facebook,retarget-q3,4,0
S04184,U0480,2025-09-14,/pricing,organic,,5,0
S04185,U0309,2025-09-14,/,facebook,top-q3,6,0
S04186,U0016,2025-09-14,/blog,organic,,6,0
S04187,U0064,2025-09-14,/pricing,google,brand-q3,3,0
S04188,U0036,2025-09-14,/demo,google,brand-q3,6,0
S04189,U0194,2025-09-14,/demo,linkedin,abm-q3,10,0
S04190,U0410,2025-09-14,/demo,twitter,test-q3,1,0
S04191,U0001,2025-09-14,/pricing,facebook,top-q3,9,0
S04192,U0157,2025-09-14,/demo,,,7,0
S04193,U0153,2025-09-14,/blog,twitter,test-q3,10,0
S04194,U0159,2025-09-14,/,facebook,top-q3,4,0
S04195,U0178,2025-09-14,/solutions,google,brand-q3,5,1
S04196,U0017,2025-09-14,/,facebook,top-q3,4,0
S04197,U0358,2025-09-14,/pricing,twitter,test-q3,4,0
S04198,U0379,2025-09-14,/solutions,linkedin,abm-q3,10,0
S04199,U0096,2025-09-14,/solutions,twitter,test-q3,2,0
S04200,U0326,2025-09-14,/blog,facebook,retarget-q3,3,0
S04201,U0195,2025-09-14,/pricing,facebook,retarget-q3,4,0
S04202,U0190,2025-09-14,/blog,twitter,test-q3,1,0
S04203,U0180,2025-09-14,/,google,exp-q3,9,0
S04204,U0212,2025-09-14,/enterprise,linkedin,cxo-q3,7,0
S04205,U0041,2025-09-14,/demo,organic,,5,1
S04206,U0436,2025-09-15,/blog,organic,,6,0
S04207,U0179,2025-09-15,/demo,facebook,top-q3,7,0
S04208,U0498,2025-09-15,/demo,linkedin,abm-q3,5,0
S04209,U0158,2025-09-15,/enterprise,linkedin,abm-q3,2,0
S04210,U0157,2025-09-15,/blog,google,demo-q3,7,0
S04211,U0309,2025-09-15,/blog,linkedin,cxo-q3,10,0
S04212,U0362,2025-09-15,/demo,linkedin,abm-q3,10,0
S04213,U0116,2025-09-15,/blog,linkedin,abm-q3,7,0
S04214,U0270,2025-09-15,/enterprise,,,3,0
S04215,U0025,2025-09-15,/blog,facebook,retarget-q3,9,0
S04216,U0310,2025-09-15,/enterprise,twitter,test-q3,4,2
S04217,U0343,2025-09-15,/blog,,,10,1
S04218,U0139,2025-09-15,/,linkedin,cxo-q3,3,0
S04219,U0005,2025-09-15,/blog,twitter,test-q3,3,0
S04220,U0089,2025-09-15,/,twitter,test-q3,1,0
S04221,U0155,2025-09-15,/blog,facebook,retarget-q3,4,0
S04222,U0364,2025-09-15,/solutions,facebook,retarget-q3,6,0
S04223,U0300,2025-09-15,/pricing,google,exp-q3,1,0
S04224,U0022,2025-09-15,/demo,linkedin,abm-q3,10,0
S04225,U0156,2025-09-15,/solutions,google,demo-q3,3,0
S04226,U0115,2025-09-15,/blog,google,brand-q3,1,0
S04227,U0378,2025-09-15,/demo,google,demo-q3,3,0
S04228,U0105,2025-09-15,/enterprise,twitter,test-q3,6,1
S04229,U0443,2025-09-15,/demo,,,10,0
S04230,U0170,2025-09-15,/blog,facebook,retarget-q3,8,1
S04231,U0285,2025-09-15,/solutions,google,demo-q3,10,0
S04232,U0484,2025-09-15,/,linkedin,abm-q3,6,0
S04233,U0097,2025-09-15,/demo,facebook,retarget-q3,7,0
S04234,U0044,2025-09-15,/,linkedin,cxo-q3,9,0
S04235,U0025,2025-09-15,/pricing,linkedin,abm-q3,3,0
S04236,U0209,2025-09-15,/pricing,google,exp-q3,1,1
S04237,U0100,2025-09-15,/demo,twitter,test-q3,5,0
S04238,U0209,2025-09-15,/pricing,google,demo-q3,1,0
S04239,U0340,2025-09-15,/solutions,organic,,7,0
S04240,U0355,2025-09-15,/enterprise,facebook,top-q3,9,0
S04241,U0017,2025-09-15,/blog,facebook,retarget-q3,3,0
S04242,U0144,2025-09-15,/solutions,organic,,1,0
S04243,U0413,2025-09-15,/enterprise,google,demo-q3,8,0
S04244,U0147,2025-09-15,/,twitter,test-q3,5,0
S04245,U0020,2025-09-15,/demo,linkedin,cxo-q3,6,0
S04246,U0117,2025-09-15,/blog,facebook,retarget-q3,1,0
S04247,U0418,2025-09-15,/blog,organic,,5,0
S04248,U0174,2025-09-15,/pricing,twitter,test-q3,6,0
S04249,U0386,2025-09-15,/pricing,linkedin,cxo-q3,4,0
S04250,U0079,2025-09-15,/blog,linkedin,cxo-q3,1,0
S04251,U0069,2025-09-15,/demo,facebook,top-q3,10,2
S04252,U0111,2025-09-15,/pricing,google,brand-q3,4,0
S04253,U0102,2025-09-15,/demo,facebook,top-q3,8,0
S04254,U0376,2025-09-15,/enterprise,google,demo-q3,7,0
S04255,U0187,2025-09-15,/,twitter,test-q3,7,0
S04256,U0245,2025-09-15,/blog,organic,,6,0
S04257,U0162,2025-09-15,/pricing,google,brand-q3,3,0
S04258,U0190,2025-09-15,/pricing,google,brand-q3,2,1
S04259,U0089,2025-09-15,/pricing,organic,,9,0
S04260,U0418,2025-09-15,/solutions,google,exp-q3,4,0
S04261,U0139,2025-09-15,/enterprise,google,exp-q3,1,0
S04262,U0152,2025-09-15,/solutions,google,demo-q3,10,0
S04263,U0409,2025-09-15,/,google,demo-q3,8,0
S04264,U0491,2025-09-15,/pricing,google,exp-q3,5,0
S04265,U0192,2025-09-15,/,twitter,test-q3,7,1
S04266,U0133,2025-09-15,/enterprise,,,8,0
S04267,U0491,2025-09-15,/,twitter,test-q3,8,0
S04268,U0134,2025-09-15,/solutions,google,demo-q3,10,0
S04269,U0308,2025-09-15,/pricing,linkedin,abm-q3,1,0
S04270,U0328,2025-09-15,/blog,linkedin,cxo-q3,9,1
S04271,U0226,2025-09-15,/pricing,twitter,test-q3,3,0
S04272,U0447,2025-09-15,/,google,exp-q3,3,0
S04273,U0021,2025-09-15,/blog,facebook,retarget-q3,7,0
S04274,U0274,2025-09-15,/demo,linkedin,abm-q3,9,0
S04275,U0485,2025-09-16,/pricing,twitter,test-q3,4,0
S04276,U0232,2025-09-16,/blog,google,demo-q3,3,0
S04277,U0044,2025-09-16,/,google,brand-q3,2,0
S04278,U0495,2025-09-16,/blog,google,brand-q3,4,0
S04279,U0353,2025-09-16,/blog,facebook,top-q3,10,0
S04280,U0470,2025-09-16,/,twitter,test-q3,1,1
S04281,U0249,2025-09-16,/demo,google,brand-q3,4,0
S04282,U0181,2025-09-16,/,organic,,10,0
S04283,U0356,2025-09-16,/demo,google,exp-q3,10,0
S04284,U0454,2025-09-16,/,twitter,test-q3,2,0
S04285,U0073,2025-09-16,/solutions,facebook,top-q3,5,0
S04286,U0286,2025-09-16,/solutions,google,exp-q3,3,0
S04287,U0439,2025-09-16,/demo,google,exp-q3,3,0
S04288,U0091,2025-09-16,/solutions,facebook,retarget-q3,5,0
S04289,U0331,2025-09-16,/solutions,linkedin,cxo-q3,4,0
S04290,U0001,2025-09-16,/enterprise,,,4,0
S04291,U0149,2025-09-16,/demo,linkedin,abm-q3,8,1
S04292,U0427,2025-09-16,/,linkedin,abm-q3,9,0
S04293,U0256,2025-09-16,/blog,organic,,10,1
S04294,U0007,2025-09-16,/demo,twitter,test-q3,1,0
S04295,U0006,2025-09-16,/demo,organic,,7,0
S04296,U0351,2025-09-16,/demo,google,demo-q3,10,0
S04297,U0161,2025-09-16,/pricing,twitter,test-q3,8,0
S04298,U0360,2025-09-16,/pricing,facebook,top-q3,7,0
S04299,U0108,2025-09-16,/pricing,organic,,6,0
S04300,U0138,2025-09-16,/pricing,twitter,test-q3,8,0
S04301,U0407,2025-09-16,/pricing,google,exp-q3,6,0
S04302,U0009,2025-09-16,/solutions,google,demo-q3,7,0
S04303,U0043,2025-09-16,/pricing,organic,,3,0
S04304,U0189,2025-09-16,/blog,google,exp-q3,3,0
S04305,U0060,2025-09-16,/,facebook,retarget-q3,7,0
S04306,U0078,2025-09-16,/blog,facebook,retarget-q3,6,0
S04307,U0359,2025-09-16,/blog,facebook,top-q3,4,0
S04308,U0238,2025-09-16,/enterprise,google,exp-q3,7,0
S04309,U0319,2025-09-16,/enterprise,linkedin,abm-q3,3,0
S04310,U0194,2025-09-16,/,facebook,retarget-q3,5,0
S04311,U0014,2025-09-16,/enterprise,,,6,0
S04312,U0105,2025-09-16,/enterprise,google,demo-q3,4,0
S04313,U0390,2025-09-16,/,google,brand-q3,5,0
S04314,U0361,2025-09-17,/pricing,google,demo-q3,2,0
S04315,U0078,2025-09-17,/,google,exp-q3,2,0
S04316,U0152,2025-09-17,/blog,google,demo-q3,6,0
S04317,U0446,2025-09-17,/solutions,,,7,0
S04318,U0206,2025-09-17,/demo,google,brand-q3,2,0
S04319,U0057,2025-09-17,/blog,facebook,retarget-q3,5,0
S04320,U0030,2025-09-17,/solutions,linkedin,abm-q3,5,0
S04321,U0429,2025-09-17,/enterprise,google,brand-q3,1,0
S04322,U0091,2025-09-17,/blog,,,8,0
S04323,U0269,2025-09-17,/solutions,linkedin,cxo-q3,6,0
S04324,U0398,2025-09-17,/enterprise,facebook,top-q3,7,0
S04325,U0446,2025-09-17,/solutions,linkedin,abm-q3,2,0
S04326,U0371,2025-09-17,/pricing,linkedin,cxo-q3,5,0
S04327,U0058,2025-09-17,/blog,google,exp-q3,7,0
S04328,U0092,2025-09-17,/,linkedin,cxo-q3,3,0
S04329,U0354,2025-09-17,/,google,brand-q3,5,0
S04330,U0130,2025-09-17,/blog,linkedin,cxo-q3,2,0
S04331,U0249,2025-09-17,/blog,organic,,2,0
S04332,U0442,2025-09-17,/blog,twitter,test-q3,3,0
S04333,U0209,2025-09-17,/blog,organic,,10,2
S04334,U0143,2025-09-17,/blog,,,2,0
S04335,U0264,2025-09-17,/enterprise,linkedin,cxo-q3,2,0
S04336,U0011,2025-09-17,/,linkedin,cxo-q3,7,0
S04337,U0011,2025-09-17,/enterprise,google,exp-q3,1,0
S04338,U0179,2025-09-17,/pricing,google,exp-q3,9,0
S04339,U0279,2025-09-17,/solutions,linkedin,cxo-q3,2,0
S04340,U0324,2025-09-17,/,facebook,retarget-q3,3,0
S04341,U0454,2025-09-17,/blog,linkedin,cxo-q3,9,0
S04342,U0479,2025-09-17,/demo,,,3,1
S04343,U0432,2025-09-17,/blog,google,exp-q3,10,0
S04344,U0032,2025-09-17,/,twitter,test-q3,7,0
S04345,U0222,2025-09-17,/pricing,twitter,test-q3,7,1
S04346,U0440,2025-09-17,/pricing,google,exp-q3,9,2
S04347,U0106,2025-09-17,/blog,organic,,7,0
S04348,U0452,2025-09-17,/pricing,linkedin,cxo-q3,8,0
S04349,U0383,2025-09-17,/,,,6,0
S04350,U0453,2025-09-17,/enterprise,,,7,0
S04351,U0233,2025-09-17,/,linkedin,cxo-q3,7,0
S04352,U0495,2025-09-17,/,google,brand-q3,2,0
S04353,U0340,2025-09-17,/blog,google,exp-q3,4,1
S04354,U0368,2025-09-17,/blog,google,exp-q3,2,0
S04355,U0435,2025-09-17,/blog,linkedin,cxo-q3,6,1
S04356,U0237,2025-09-17,/enterprise,organic,,2,0
S04357,U0167,2025-09-17,/enterprise,google,brand-q3,7,1
S04358,U0253,2025-09-18,/solutions,google,demo-q3,1,0
S04359,U0323,2025-09-18,/enterprise,facebook,retarget-q3,10,0
S04360,U0326,2025-09-18,/blog,,,2,1
S04361,U0417,2025-09-18,/demo,linkedin,cxo-q3,2,0
S04362,U0240,2025-09-18,/blog,twitter,test-q3,7,0
S04363,U0471,2025-09-18,/blog,google,demo-q3,6,1
S04364,U0215,2025-09-18,/blog,,,4,0
S04365,U0154,2025-09-18,/demo,twitter,test-q3,3,0
S04366,U0009,2025-09-18,/enterprise,google,exp-q3,7,0
S04367,U0357,2025-09-18,/solutions,,,7,0
S04368,U0314,2025-09-18,/demo,organic,,2,0
S04369,U0230,2025-09-18,/pricing,linkedin,abm-q3,10,0
S04370,U0290,2025-09-18,/pricing,facebook,retarget-q3,6,0
S04371,U0140,2025-09-18,/enterprise,facebook,top-q3,1,0
S04372,U0378,2025-09-18,/demo,google,exp-q3,10,1
S04373,U0012,2025-09-18,/solutions,linkedin,abm-q3,8,0
S04374,U0317,2025-09-18,/solutions,facebook,top-q3,10,2
S04375,U0156,2025-09-18,/,twitter,test-q3,10,0
S04376,U0249,2025-09-18,/,,,1,0
S04377,U0305,2025-09-18,/solutions,linkedin,abm-q3,8,0
S04378,U0181,2025-09-18,/enterprise,organic,,10,0
S04379,U0142,2025-09-18,/,,,4,0
S04380,U0411,2025-09-18,/blog,linkedin,abm-q3,2,0
S04381,U0125,2025-09-18,/demo,twitter,test-q3,9,1
S04382,U0176,2025-09-18,/pricing,facebook,top-q3,10,0
S04383,U0274,2025-09-18,/,facebook,top-q3,5,0
S04384,U0274,2025-09-18,/,linkedin,abm-q3,5,0
S04385,U0406,2025-09-18,/blog,google,exp-q3,9,0
S04386,U0449,2025-09-18,/,facebook,retarget-q3,3,0
S04387,U0455,2025-09-18,/,google,exp-q3,7,0
S04388,U0235,2025-09-18,/,facebook,top-q3,7,0
S04389,U0309,2025-09-18,/,google,brand-q3,9,0
S04390,U0274,2025-09-18,/demo,facebook,retarget-q3,9,0
S04391,U0114,2025-09-18,/,,,9,0
S04392,U0098,2025-09-18,/enterprise,google,brand-q3,6,0
S04393,U0342,2025-09-18,/blog,,,4,0
S04394,U0378,2025-09-18,/solutions,linkedin,abm-q3,2,0
S04395,U0213,2025-09-18,/pricing,google,brand-q3,3,1
S04396,U0229,2025-09-18,/demo,google,brand-q3,1,0
S04397,U0024,2025-09-18,/enterprise,facebook,retarget-q3,7,0
S04398,U0207,2025-09-18,/,organic,,10,0
S04399,U0105,2025-09-18,/,facebook,retarget-q3,7,0
S04400,U0286,2025-09-18,/demo,organic,,4,0
S04401,U0278,2025-09-18,/enterprise,linkedin,abm-q3,7,0
S04402,U0027,2025-09-18,/blog,twitter,test-q3,1,0
S04403,U0272,2025-09-18,/solutions,google,exp-q3,7,1
S04404,U0412,2025-09-18,/,google,brand-q3,2,0
S04405,U0105,2025-09-18,/solutions,facebook,retarget-q3,2,0
S04406,U0139,2025-09-18,/demo,linkedin,abm-q3,5,0
S04407,U0305,2025-09-18,/,facebook,top-q3,8,0
S04408,U0176,2025-09-18,/solutions,,,7,0
S04409,U0192,2025-09-18,/pricing,linkedin,abm-q3,1,0
S04410,U0404,2025-09-18,/pricing,google,demo-q3,6,1
S04411,U0313,2025-09-18,/blog,facebook,top-q3,8,0
S04412,U0478,2025-09-18,/solutions,google,exp-q3,3,1
S04413,U0093,2025-09-18,/,organic,,1,0
S04414,U0111,2025-09-18,/enterprise,linkedin,abm-q3,8,0
S04415,U0133,2025-09-18,/solutions,linkedin,abm-q3,8,1
S04416,U0156,2025-09-18,/blog,linkedin,abm-q3,6,0
S04417,U0115,2025-09-18,/blog,facebook,top-q3,6,0
S04418,U0274,2025-09-19,/pricing,facebook,retarget-q3,1,0
S04419,U0042,2025-09-19,/pricing,linkedin,abm-q3,6,0
S04420,U0112,2025-09-19,/,google,exp-q3,10,0
S04421,U0380,2025-09-19,/pricing,facebook,top-q3,3,0
S04422,U0485,2025-09-19,/,google,demo-q3,8,0
S04423,U0399,2025-09-19,/enterprise,google,exp-q3,8,0
S04424,U0218,2025-09-19,/demo,,,9,0
S04425,U0317,2025-09-19,/demo,,,6,0
S04426,U0165,2025-09-19,/blog,facebook,retarget-q3,3,0
S04427,U0343,2025-09-19,/demo,google,exp-q3,6,0
S04428,U0440,2025-09-19,/demo,google,demo-q3,7,0
S04429,U0258,2025-09-19,/demo,twitter,test-q3,6,0
S04430,U0230,2025-09-19,/,google,brand-q3,6,1
S04431,U0271,2025-09-19,/enterprise,google,brand-q3,6,0
S04432,U0048,2025-09-19,/demo,twitter,test-q3,8,0
S04433,U0242,2025-09-19,/pricing,facebook,retarget-q3,4,0
S04434,U0073,2025-09-19,/demo,twitter,test-q3,9,0
S04435,U0437,2025-09-19,/enterprise,linkedin,abm-q3,2,0
S04436,U0433,2025-09-19,/solutions,google,demo-q3,6,0
S04437,U0360,2025-09-19,/blog,twitter,test-q3,4,0
S04438,U0434,2025-09-19,/blog,linkedin,cxo-q3,1,0
S04439,U0251,2025-09-19,/blog,,,1,0
S04440,U0064,2025-09-19,/blog,linkedin,cxo-q3,7,0
S04441,U0404,2025-09-19,/,linkedin,cxo-q3,4,0
S04442,U0267,2025-09-19,/blog,google,exp-q3,7,1
S04443,U0263,2025-09-19,/solutions,,,9,1
S04444,U0416,2025-09-19,/blog,google,demo-q3,6,0
S04445,U0246,2025-09-19,/blog,twitter,test-q3,4,0
S04446,U0424,2025-09-19,/blog,facebook,top-q3,3,0
S04447,U0033,2025-09-19,/demo,google,exp-q3,2,0
S04448,U0157,2025-09-19,/solutions,facebook,retarget-q3,4,1
S04449,U0374,2025-09-19,/pricing,twitter,test-q3,9,0
S04450,U0263,2025-09-19,/blog,google,demo-q3,6,0
S04451,U0245,2025-09-19,/pricing,linkedin,abm-q3,5,1
S04452,U0255,2025-09-19,/,twitter,test-q3,8,0
S04453,U0478,2025-09-19,/pricing,organic,,7,0
S04454,U0034,2025-09-19,/demo,linkedin,cxo-q3,4,0
S04455,U0070,2025-09-19,/blog,organic,,10,0
S04456,U0193,2025-09-19,/enterprise,facebook,top-q3,5,2
S04457,U0175,2025-09-19,/,organic,,10,0
S04458,U0405,2025-09-19,/,google,brand-q3,2,0
S04459,U0305,2025-09-19,/blog,facebook,retarget-q3,8,0
S04460,U0009,2025-09-19,/blog,linkedin,cxo-q3,6,0
S04461,U0361,2025-09-19,/,,,10,0
S04462,U0149,2025-09-20,/demo,google,exp-q3,5,0
S04463,U0377,2025-09-20,/blog,,,5,0
S04464,U0481,2025-09-20,/enterprise,organic,,8,0
S04465,U0225,2025-09-20,/pricing,,,6,0
S04466,U0456,2025-09-20,/solutions,facebook,retarget-q3,10,0
S04467,U0267,2025-09-20,/pricing,,,2,0
S04468,U0027,2025-09-20,/pricing,google,exp-q3,2,0
S04469,U0299,2025-09-20,/solutions,,,10,0
S04470,U0340,2025-09-20,/enterprise,google,demo-q3,3,0
S04471,U0277,2025-09-20,/pricing,organic,,8,1
S04472,U0237,2025-09-20,/,facebook,retarget-q3,10,0
S04473,U0469,2025-09-20,/demo,facebook,retarget-q3,2,0
